,0,1,2,3,male,label,year,gender,split,clf_1,clf_2,clf_3,clf_4
0,0.5785114777624052,0.24030512228283557,-0.009293005381958399,-1.213208349672463,0,0,2010,F,train,0.11232177043657841,0.08796315265133282,0.0851251718325782,0.04363955093207338
1,0.8283555253419033,-0.24280898438299858,0.8106850933208158,-0.6766046660015294,0,0,2010,F,train,0.14166426054101341,0.15841418994312553,0.18932803586884303,0.13832254817918285
2,-1.9643083126754004,-1.7741088372402931,-1.240171743406834,0.729084273772602,1,0,2010,M,train,0.008092904896099429,0.01587811790496072,0.010505574853610925,0.01211085958105001
3,0.5622853398333437,0.8381499511000411,-0.518174771686028,-0.748631254712904,0,0,2010,F,train,0.1106126962244737,0.05756601307193806,0.04797212503702919,0.029854172906198465
4,1.2251603792724097,0.7597254864965868,0.9440701268649484,0.9275081919317323,0,0,2010,F,train,0.20108318280045906,0.13016864117242766,0.1617481333792637,0.23821340795821092
5,0.7098558373307016,-1.135845608972712,-0.22855391476988413,0.9158848916432974,1,0,2010,M,train,0.12295932357508693,0.22996693108476798,0.2131132530591493,0.310770667034286
6,1.8122459631562247,-0.2170744610233861,0.1604967112332161,-0.6082566288161945,1,1,2010,M,train,0.31167054062954686,0.38133566905641,0.38679510211352525,0.33479232458031133
7,1.61858850219101,0.1219923308639477,-1.3681701510500823,-0.6662676936113507,0,0,2010,F,train,0.2766516047769938,0.28165672067193764,0.2017649434521126,0.1572995354976243
8,0.8682875276400099,1.6817670111435372,-0.5894219096147358,0.0005348369865137168,0,0,2010,F,train,0.14690707707807407,0.04635888056298846,0.037704146058740236,0.03435992756747507
9,0.49855006272866437,0.14410450342565329,-1.0446576199377644,0.47564628574332446,0,0,2010,F,train,0.10411839148981336,0.08550836593308692,0.061883387838407015,0.07354878493116668
10,0.015547067890207817,-0.9259870466556477,0.2078710265769579,0.44735772123788,0,0,2010,F,train,0.0650128641743225,0.09973744432291017,0.10256900450630235,0.11901260055553181
11,0.26068413067456503,0.7253068461569863,-1.3250460767525174,1.09440703071488,1,0,2010,M,train,0.0799969430748652,0.04168807417264068,0.027243119065444844,0.042939794230453084
12,-1.0521808057265793,-2.7834155772271414,-0.056373354218419554,-0.8604442173652433,0,0,2010,F,train,0.021849968791441594,0.10011263326548478,0.09590728776847254,0.05673382742729443
13,-1.6008724725472805,-0.10609663553272557,0.4012282378870497,2.252238811642921,0,0,2010,F,train,0.012309589973957352,0.00781460396550077,0.00841912997379182,0.02086868974348528
14,2.1658138293127243,1.1817095368834019,-1.913805163099601,0.983931645923778,0,0,2010,F,train,0.4063284616368336,0.26560695612140295,0.16492906182868214,0.2630583617714549
15,0.790021117669927,-1.5159962421456212,0.992156900372783,1.142163736137683,1,1,2010,M,train,0.13245264103730753,0.3037164448155609,0.3643966581493275,0.5255948188028866
16,1.0961350661093001,1.0702575628696769,-1.1071945062715984,-0.5746227971746617,1,0,2010,M,train,0.17452422139113508,0.08871426570593821,0.06297733492534177,0.04540335611147632
17,0.5744375772221204,0.7514994175256928,1.0456874937765896,-1.6192591416084188,0,0,2010,F,train,0.11189051650028795,0.06198183767907441,0.08044293569914202,0.03268811197317254
18,1.4499776906986042,0.5329463695957187,1.5318088053204355,0.43483495493743496,0,0,2010,F,train,0.2422381880749353,0.19007933143730407,0.26596460475487643,0.31856290690742367
19,-0.31338514930508893,0.5651063461838998,0.4239511157455858,0.5929247671657256,1,0,2010,M,train,0.04509224525503411,0.02310065585473476,0.025098680349276946,0.02905230782794408
20,0.6791760838759947,-0.9501814274895694,-0.8667000273939895,-0.8064582694648722,0,0,2010,F,train,0.12344691918221816,0.20706689945740137,0.1635954085989202,0.1126450925450787
21,-0.6246680884962613,-1.6639104911469234,-2.015307622764019,-0.30733467765650085,0,0,2010,F,train,0.033999817887889396,0.0778546395887759,0.04255395357234626,0.03256164857150961
22,1.4741124487144466,-1.753388450337147,0.4742665973075142,0.7054131208362301,1,0,2010,M,train,0.24013821337201027,0.5521217262890616,0.582176168189321,0.6987128842469406
23,0.1845693297928823,0.4481472363674677,-1.6838371410639035,-1.9186009710477252,0,0,2010,F,train,0.07683168641321579,0.047928112235055303,0.028349111502957793,0.009194473109064316
24,-0.6530258936610558,1.7361054514169152,-0.2827410046730663,-0.6478637638819494,1,0,2010,M,train,0.03185744087575603,0.006504195139971889,0.005681718102183091,0.0031123132016418554
